Timestamp,User_ID,Application_Type,Resource_Allocation,Latency_ms,Signal_dBm,Required_BW_Mbps,Allocated_BW_Mbps,Anomalie_Latence,Anomalie_Signal,Anomalie_BW,Anomalie_Global,Type_Anomalie
9/3/2023 10:06,User_358,Video_Streaming,70%,53.0,-108.0,1.5,1.9,False,True,False,True,1. Signal
9/3/2023 10:06,User_360,Web_Browsing,70%,0.0,-110.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_361,Background_Download,60%,74.0,-119.0,0.39,0.39,False,True,False,True,1. Signal
9/3/2023 10:06,User_364,Streaming,85%,57.0,-106.0,1.7,2.2,False,True,False,True,1. Signal
9/3/2023 10:06,User_366,Video_Streaming,70%,54.0,-109.0,1.4,1.8,False,True,False,True,1. Signal
9/3/2023 10:06,User_368,Web_Browsing,70%,0.0,-110.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_369,Background_Download,60%,75.0,-120.0,0.38,0.38,False,True,False,True,1. Signal
9/3/2023 10:06,User_372,Streaming,85%,58.0,-107.0,1.6,2.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_374,Video_Streaming,70%,55.0,-110.0,1.3,1.7,False,True,False,True,1. Signal
9/3/2023 10:06,User_376,Web_Browsing,70%,0.0,-111.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_377,Background_Download,60%,76.0,-121.0,0.37,0.37,False,True,False,True,1. Signal
9/3/2023 10:06,User_380,Streaming,85%,59.0,-108.0,1.5,2.0,False,True,False,True,1. Signal
9/3/2023 10:06,User_382,Video_Streaming,70%,56.0,-111.0,1.2,1.6,False,True,False,True,1. Signal
9/3/2023 10:06,User_384,Web_Browsing,70%,0.0,-111.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_385,Background_Download,60%,77.0,-122.0,0.36,0.36,False,True,False,True,1. Signal
9/3/2023 10:06,User_388,Streaming,85%,60.0,-109.0,1.4,1.9,False,True,False,True,1. Signal
9/3/2023 10:06,User_390,Video_Streaming,70%,57.0,-112.0,1.1,1.5,False,True,False,True,1. Signal
9/3/2023 10:06,User_392,Web_Browsing,70%,0.0,-112.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_393,Background_Download,60%,78.0,-123.0,0.35,0.35,False,True,False,True,1. Signal
9/3/2023 10:06,User_396,Streaming,85%,61.0,-110.0,1.3,1.8,False,True,False,True,1. Signal
9/3/2023 10:06,User_398,Video_Streaming,70%,58.0,-113.0,1.0,1.4,False,True,False,True,1. Signal
9/3/2023 10:06,User_400,Web_Browsing,70%,0.0,-113.0,0.1,0.1,False,True,False,True,1. Signal
